respondent_id,xyz_vaccine,seasonal_vaccine
26815,0.052210357,0.138317056
26816,0.0420427,0.183133214
26817,0.165108105,0.756692322
26818,0.08158877,0.267957087
26819,0.370449467,0.43262534
26820,0.079552186,0.287159966
26821,0.109313452,0.476750429
26822,0.29469667,0.623774234
26823,0.508107355,0.573726935
26824,0.035310493,0.695986556
26825,0.402223857,0.813655697
26826,0.094334165,0.76356047
26827,0.056295816,0.12586084
26828,0.145903248,0.664477775
26829,0.62682768,0.928301154
26830,0.087031717,0.777282375
26831,0.189835879,0.818515396
26832,0.136197589,0.869969732
26833,0.00494378,0.295835427
26834,0.094739944,0.437330496
26835,0.393466867,0.901785011
26836,0.158696047,0.621271629
26837,0.030602004,0.011921638
26838,0.094555642,0.44992726
26839,0.111027558,0.477489942
26840,0.088037008,0.126431977
26841,0.379471246,0.794367728
26842,0.073406118,0.215523614
26843,0.034185077,0.014760749
26844,0.049499291,0.444421645
26845,0.04299639,0.666152752
26846,0.072446804,0.76147033
26847,0.308515927,0.083758674
26848,0.043094445,0.656711378
26849,0.16585722,0.617542914
26850,0.575439178,0.656326325
26851,0.040513834,0.075874018
26852,0.042300509,0.115582044
26853,0.495696252,0.527159629
26854,0.014061604,0.076459936
26855,0.598803195,0.869557863
26856,0.099518997,0.025638221
26857,0.417548886,0.181165555
26858,0.119111047,0.585371612
26859,0.081604701,0.152285353
26860,0.147094423,0.102178318
26861,0.060895155,0.057404478
26862,0.121221244,0.32727725
26863,0.208132582,0.415818093
26864,0.474093545,0.364444519
26865,0.013055539,0.043335709
26866,0.21521015,0.650645247
26867,0.097747971,0.147790433
26868,0.791807197,0.945355684
26869,0.09341651,0.276978902
26870,0.625587516,0.868601289
26871,0.05955297,0.047376402
26872,0.055008154,0.361470359
26873,0.143410904,0.857940785
26874,0.045805137,0.094901267
26875,0.648116761,0.926397594
26876,0.046458996,0.047102204
26877,0.06115087,0.148537148
26878,0.162080249,0.208686636
26879,0.010560966,0.017757863
26880,0.040464615,0.086173452
26881,0.023882175,0.071737993
26882,0.025621814,0.088256928
26883,0.055212006,0.230220223
26884,0.074899111,0.191225953
26885,0.245124658,0.858415237
26886,0.104291267,0.778737089
26887,0.620950674,0.894957949
26888,0.871728224,0.948132657
26889,0.040582749,0.116724348
26890,0.101896596,0.39204194
26891,0.33914994,0.589425557
26892,0.146062238,0.860163856
26893,0.063564704,0.209166367
26894,0.174095884,0.305401518
26895,0.085302001,0.862093829
26896,0.064749159,0.10290602
26897,0.053205151,0.359416581
26898,0.230337345,0.672859411
26899,0.058478455,0.084171208
26900,0.101678369,0.276014594
26901,0.007831935,0.271958052
26902,0.202057957,0.927710336
26903,0.175206232,0.050323848
26904,0.043252436,0.321656565
26905,0.360573231,0.791152669
26906,0.064390069,0.342987602
26907,0.014090165,0.598461846
26908,0.139488904,0.736887725
26909,0.069323892,0.240419091
26910,0.08814741,0.197259066
26911,0.04491732,0.085031437
26912,0.502572263,0.957688815
26913,0.776834741,0.880110514
26914,0.0755878,0.201717203
26915,0.126444435,0.678251989
26916,0.077410533,0.337332601
26917,0.00606428,0.017162126
26918,0.74237921,0.908439736
26919,0.312507011,0.593603466
26920,0.029880055,0.144241895
26921,0.119382912,0.857673221
26922,0.055702809,0.653822992
26923,0.103753475,0.527816529
26924,0.614365433,0.870451309
26925,0.118525783,0.590374878
26926,0.629111186,0.499682562
26927,0.264091127,0.58591554
26928,0.060403316,0.533417119
26929,0.081318213,0.158905945
26930,0.661072384,0.872610733
26931,0.112920086,0.413747092
26932,0.063332398,0.878790833
26933,0.095389011,0.758832912
26934,0.500969505,0.659990515
26935,0.147953793,0.461390874
26936,0.48712748,0.245297964
26937,0.283755612,0.753979982
26938,0.08988748,0.064193915
26939,0.028054282,0.034679324
26940,0.061193162,0.09561681
26941,0.050500614,0.441732368
26942,0.551104624,0.786747477
26943,0.124150082,0.639521033
26944,0.067223688,0.152714329
26945,0.117816125,0.595629114
26946,0.139972998,0.731532002
26947,0.173888539,0.600974736
26948,0.012568313,0.05481094
26949,0.022701267,0.045668805
26950,0.039587982,0.511744588
26951,0.068983429,0.309025224
26952,0.839050686,0.94552306
26953,0.830951952,0.974022064
26954,0.055470522,0.187803414
26955,0.189914681,0.621907687
26956,0.118956952,0.258658618
26957,0.027219114,0.897591907
26958,0.270042422,0.717477239
26959,0.040489903,0.187328538
26960,0.03720513,0.048779245
26961,0.212856148,0.540318983
26962,0.183019437,0.918081164
26963,0.157957584,0.303255777
26964,0.10138052,0.207813978
26965,0.815794895,0.944163616
26966,0.01558272,0.0310471
26967,0.15607465,0.429107731
26968,0.0416402,0.810286303
26969,0.038334929,0.216099168
26970,0.688456497,0.364112992
26971,0.098333408,0.328601894
26972,0.006046723,0.024314213
26973,0.052862914,0.127577419
26974,0.120021041,0.374620651
26975,0.070929856,0.62223922
26976,0.866121413,0.557818506
26977,0.058007609,0.314885119
26978,0.029743183,0.812778659
26979,0.276529103,0.648676831
26980,0.041514429,0.072021822
26981,0.05320719,0.251021288
26982,0.702124239,0.863643876
26983,0.173542026,0.604554645
26984,0.090083515,0.149119588
26985,0.019106147,0.083149
26986,0.199607162,0.581084596
26987,0.055428646,0.176506105
26988,0.041854275,0.122851014
26989,0.297410139,0.752316706
26990,0.013606482,0.061411969
26991,0.293556488,0.520939237
26992,0.273710102,0.42137547
26993,0.143059056,0.851276045
26994,0.169770858,0.378237906
26995,0.139748835,0.394834438
26996,0.24003509,0.34810891
26997,0.014986654,0.055370516
26998,0.04711561,0.051622295
26999,0.35563202,0.505935491
27000,0.118862466,0.386519257
27001,0.044195829,0.790549478
27002,0.012140125,0.235123496
27003,0.021827535,0.052288034
27004,0.113643534,0.275759206
27005,0.307785535,0.732481221
27006,0.802641097,0.919726974
27007,0.064589866,0.186226961
27008,0.041534204,0.054772616
27009,0.049719952,0.244839951
27010,0.10760198,0.196572758
27011,0.076688181,0.143554048
27012,0.293273474,0.580187172
27013,0.096954971,0.411495755
27014,0.030612902,0.262351846
27015,0.078065419,0.18495852
27016,0.15805571,0.308767403
27017,0.46275136,0.722934218
27018,0.082757483,0.28562108
27019,0.906440377,0.963908172
27020,0.18791526,0.236452764
27021,0.120653625,0.467207792
27022,0.17467032,0.311050332
27023,0.142820095,0.124612685
27024,0.083767425,0.261697102
27025,0.044945053,0.020550949
27026,0.094886923,0.367633025
27027,0.100520876,0.770040969
27028,0.362955961,0.868311984
27029,0.069611468,0.294773644
27030,0.112840971,0.224592427
27031,0.220696722,0.817783968
27032,0.153318466,0.46202219
27033,0.315786846,0.731749146
27034,0.009129659,0.676076203
27035,0.131546005,0.265697294
27036,0.22473937,0.703077893
27037,0.583962161,0.777016425
27038,0.042258053,0.032132136
27039,0.754093777,0.927434079
27040,0.164333485,0.161090832
27041,0.142578104,0.563361715
27042,0.065283365,0.514030927
27043,0.54847758,0.78852248
27044,0.008270393,0.024270128
27045,0.184519818,0.655919846
27046,0.065707782,0.12200789
27047,0.540592819,0.424792437
27048,0.130791045,0.331108744
27049,0.253675837,0.893741509
27050,0.043120059,0.540802105
27051,0.130742026,0.253689475
27052,0.106309063,0.255423691
27053,0.875892002,0.965969904
27054,0.036592023,0.067745951
27055,0.106370365,0.861483207
27056,0.015048728,0.030334126
27057,0.031829811,0.037867329
27058,0.851105317,0.95102208
27059,0.059892314,0.203347526
27060,0.028175001,0.432241802
27061,0.087036559,0.462682854
27062,0.079175508,0.520435407
27063,0.078535073,0.575202211
27064,0.206768043,0.60991543
27065,0.060785436,0.310621761
27066,0.049830366,0.616690306
27067,0.349906567,0.646208767
27068,0.876981648,0.944502815
27069,0.555914038,0.948649788
27070,0.056201179,0.065798386
27071,0.064831704,0.090762877
27072,0.086988359,0.671445923
27073,0.0266558,0.848979534
27074,0.037362067,0.314461129
27075,0.687622938,0.850614004
27076,0.554010546,0.705542245
27077,0.029967403,0.083422717
27078,0.313313391,0.848955926
27079,0.293759231,0.93581227
27080,0.073498734,0.248556337
27081,0.018502047,0.675505098
27082,0.185816422,0.385480111
27083,0.04514522,0.208048076
27084,0.862225426,0.695198263
27085,0.038910832,0.017578222
27086,0.065763802,0.089253402
27087,0.202665622,0.322356942
27088,0.204692209,0.731137517
27089,0.197690909,0.233922266
27090,0.240243947,0.611109449
27091,0.52342959,0.152323737
27092,0.103509406,0.274242823
27093,0.181292465,0.311487843
27094,0.008099616,0.032807847
27095,0.072909953,0.549637231
27096,0.026031478,0.244261553
27097,0.606198479,0.780229307
27098,0.520824477,0.83840961
27099,0.156588949,0.480582083
27100,0.06949637,0.790802967
27101,0.076192694,0.663551142
27102,0.130725053,0.852300163
27103,0.015970338,0.035927479
27104,0.283244295,0.484660549
27105,0.05232962,0.376586606
27106,0.695390134,0.918061815
27107,0.394466388,0.68579204
27108,0.116763759,0.269244048
27109,0.084020244,0.22400546
27110,0.124174107,0.411528157
27111,0.039942817,0.388357327
27112,0.200912195,0.596639625
27113,0.10873938,0.281086311
27114,0.091181602,0.217833245
27115,0.495586489,0.837168087
27116,0.139096468,0.916969405
27117,0.072012312,0.128981961
27118,0.154837336,0.558958808
27119,0.082006782,0.434644407
27120,0.326093831,0.982000895
27121,0.015622963,0.710705138
27122,0.039367658,0.235667796
27123,0.051786281,0.115398916
27124,0.045884238,0.099249875
27125,0.03051705,0.051450302
27126,0.37611132,0.066265316
27127,0.085577115,0.1111049
27128,0.167409605,0.590534178
27129,0.587200714,0.615417538
27130,0.128564835,0.221591862
27131,0.045970354,0.067139961
27132,0.48802108,0.92784853
27133,0.079992983,0.568769881
27134,0.636794504,0.916444958
27135,0.179738506,0.574049224
27136,0.082872136,0.565828373
27137,0.067261801,0.202904271
27138,0.147663845,0.492985983
27139,0.09953255,0.100202268
27140,0.895983222,0.951125743
27141,0.541141381,0.814795046
27142,0.073185451,0.299579604
27143,0.316670415,0.543230608
27144,0.060096606,0.058137084
27145,0.49366283,0.706637717
27146,0.039235407,0.923928737
27147,0.059441229,0.276699444
27148,0.211447003,0.212472463
27149,0.292920555,0.174530089
27150,0.661392831,0.970045884
27151,0.148221457,0.728619796
27152,0.028385025,0.225400787
27153,0.340197903,0.840338917
27154,0.677126293,0.868839084
27155,0.155695024,0.667433671
27156,0.01424672,0.356056486
27157,0.010604183,0.456748123
27158,0.078396,0.399647475
27159,0.051779396,0.224757742
27160,0.202381341,0.193166293
27161,0.27658989,0.472890812
27162,0.183994784,0.936586691
27163,0.653004137,0.449804699
27164,0.212310044,0.11848558
27165,0.47580866,0.63744446
27166,0.086376262,0.168978425
27167,0.116199401,0.432887823
27168,0.14091134,0.669082421
27169,0.4611677,0.634619645
27170,0.380547104,0.833841715
27171,0.047712294,0.339987023
27172,0.052075849,0.847694022
27173,0.207338436,0.517399583
27174,0.057805819,0.096351659
27175,0.069220052,0.142587042
27176,0.559389148,0.956486507
27177,0.828128097,0.94524133
27178,0.149577503,0.367612969
27179,0.06324481,0.216311403
27180,0.250799598,0.339389152
27181,0.039234228,0.827060892
27182,0.597051537,0.897135491
27183,0.043574902,0.585297964
27184,0.032461022,0.397015903
27185,0.442205525,0.785236098
27186,0.125127879,0.552202031
27187,0.080254474,0.125722616
27188,0.062338501,0.425648056
27189,0.067939491,0.486250255
27190,0.468029337,0.78767328
27191,0.157500513,0.948716262
27192,0.484015665,0.773223828
27193,0.014417363,0.128756149
27194,0.142526588,0.40878138
27195,0.04017368,0.131245645
27196,0.257769014,0.248555311
27197,0.048773188,0.672196723
27198,0.945351653,0.992046393
27199,0.030721679,0.138734829
27200,0.319952321,0.706090352
27201,0.726175393,0.926083227
27202,0.081346502,0.032322949
27203,0.054698597,0.103497635
27204,0.028574742,0.086917658
27205,0.073186435,0.241521135
27206,0.124599285,0.215527885
27207,0.087104001,0.170582601
27208,0.800779501,0.756829643
27209,0.149033857,0.269796887
27210,0.326224767,0.388188578
27211,0.115248958,0.260198874
27212,0.681783077,0.960360285
27213,0.494811385,0.498492374
27214,0.026337979,0.067521783
27215,0.177436279,0.828163061
27216,0.100665146,0.906102579
27217,0.095304085,0.150139674
27218,0.727671446,0.963462174
27219,0.443465513,0.666236661
27220,0.107511091,0.367387662
27221,0.196823868,0.618168016
27222,0.196317576,0.582776954
27223,0.059043718,0.698545216
27224,0.240485439,0.760302814
27225,0.201312112,0.28896281
27226,0.027458199,0.250209919
27227,0.162113917,0.354568579
27228,0.504337103,0.836919192
27229,0.714322239,0.913329496
27230,0.222951564,0.97491884
27231,0.464674403,0.81739807
27232,0.103041186,0.518951079
27233,0.281969243,0.138939204
27234,0.049062851,0.025087771
27235,0.898249604,0.956505562
27236,0.115202668,0.918776738
27237,0.287041458,0.537145388
27238,0.302582875,0.746121941
27239,0.45946052,0.18062303
27240,0.089120618,0.394525393
27241,0.079337637,0.233032786
27242,0.091995292,0.428435317
27243,0.034649748,0.071578591
27244,0.049205949,0.106664375
27245,0.142499114,0.471778555
27246,0.864198829,0.943233126
27247,0.18411699,0.931670613
27248,0.150863666,0.653969704
27249,0.137296817,0.602127025
27250,0.094743528,0.268011379
27251,0.091568871,0.294975848
27252,0.304185646,0.566708317
27253,0.076814574,0.912503547
27254,0.886885771,0.966708585
27255,0.126432078,0.334727941
27256,0.565248012,0.952958814
27257,0.345808076,0.490090229
27258,0.476956999,0.828417515
27259,0.608946949,0.921026171
27260,0.135842636,0.450617668
27261,0.132240324,0.681313238
27262,0.293745807,0.590698843
27263,0.072827549,0.087352901
27264,0.062756466,0.07118642
27265,0.053893863,0.251647503
27266,0.146851338,0.279323851
27267,0.145254816,0.791328925
27268,0.014580153,0.129129069
27269,0.707489093,0.333423522
27270,0.033854372,0.091153909
27271,0.045516742,0.311114836
27272,0.009802737,0.279080218
27273,0.053307702,0.18218411
27274,0.10207883,0.436526707
27275,0.178837249,0.40123556
27276,0.010696277,0.121584134
27277,0.046252432,0.812948507
27278,0.146247134,0.304908919
27279,0.104094529,0.279355541
27280,0.243821154,0.341437876
27281,0.070500752,0.315664631
27282,0.074630909,0.895424824
27283,0.006569682,0.03417507
27284,0.164487507,0.261857383
27285,0.109949137,0.456893772
27286,0.084175741,0.230697061
27287,0.180447637,0.528038081
27288,0.624690932,0.845499716
27289,0.261606271,0.425893547
27290,0.019349618,0.070495208
27291,0.687884646,0.837511569
27292,0.059961432,0.681902056
27293,0.12535148,0.967711546
27294,0.017363677,0.044605122
27295,0.262300907,0.85149643
27296,0.065664957,0.772667206
27297,0.059799386,0.712990414
27298,0.086323755,0.287039793
27299,0.301162337,0.761397881
27300,0.158781206,0.960687477
27301,0.005937667,0.030102741
27302,0.134086871,0.568318738
27303,0.022556642,0.076719334
27304,0.09871812,0.774965353
27305,0.035363387,0.041934928
27306,0.224346674,0.597095979
27307,0.669631518,0.758728966
27308,0.120790258,0.18421197
27309,0.56329189,0.970354113
27310,0.061272688,0.141622031
27311,0.104704379,0.11515724
27312,0.073181804,0.359750501
27313,0.083599679,0.124534412
27314,0.049662081,0.06596314
27315,0.106324171,0.279529184
27316,0.356644984,0.805771342
27317,0.071208336,0.137522224
27318,0.285870335,0.327414626
27319,0.461361565,0.867300913
27320,0.378066644,0.647233232
27321,0.037551298,0.52678224
27322,0.15482647,0.056376304
27323,0.100518154,0.611344854
27324,0.376289002,0.613278735
27325,0.778774803,0.946498905
27326,0.154441545,0.646525439
27327,0.150419487,0.387961545
27328,0.218979546,0.505318446
27329,0.10781937,0.310793867
27330,0.014639708,0.502680645
27331,0.092678154,0.195187147
27332,0.196042871,0.957951455
27333,0.59703858,0.72008833
27334,0.05398911,0.042235544
27335,0.147672899,0.093293072
27336,0.072379353,0.171148886
27337,0.265693098,0.779825811
27338,0.177228631,0.393103722
27339,0.237584841,0.286728086
27340,0.020708999,0.192142617
27341,0.207309911,0.708266869
27342,0.029419074,0.619159041
27343,0.049626238,0.125090826
27344,0.309351341,0.546110577
27345,0.064705696,0.265495301
27346,0.837707968,0.970207753
27347,0.76617832,0.952229559
27348,0.13571542,0.285962993
27349,0.0622401,0.227349887
27350,0.209343102,0.943353702
27351,0.843189793,0.898865104
27352,0.101600543,0.350030008
27353,0.008216589,0.086204801
27354,0.164921596,0.647509144
27355,0.259062277,0.465961604
27356,0.205351061,0.584931407
27357,0.135674887,0.354535221
27358,0.248750145,0.760712676
27359,0.407319994,0.844357724
27360,0.148659535,0.624383867
27361,0.043366954,0.927162806
27362,0.209989308,0.427393603
27363,0.168271764,0.323044419
27364,0.073326697,0.456870385
27365,0.263492281,0.630794568
27366,0.483211798,0.611298201
27367,0.226592096,0.433417657
27368,0.101657453,0.505470647
27369,0.059768409,0.075142331
27370,0.018161872,0.78925257
27371,0.275430529,0.381719969
27372,0.081272952,0.249187688
27373,0.756962793,0.736693379
27374,0.027438435,0.308509922
27375,0.167828569,0.959461189
27376,0.618491571,0.417680375
27377,0.106827421,0.558675214
27378,0.071669731,0.169246321
27379,0.115336929,0.247341841
27380,0.127292645,0.942526244
27381,0.09078615,0.6802388
27382,0.358911437,0.18697158
27383,0.189081033,0.643415811
27384,0.042282896,0.288881798
27385,0.096570758,0.933455681
27386,0.30910192,0.875283925
27387,0.355278759,0.83042281
27388,0.131768614,0.256926869
27389,0.178335908,0.231681907
27390,0.015673208,0.03406963
27391,0.132718487,0.729784936
27392,0.56966834,0.834738599
27393,0.020684408,0.068621388
27394,0.012625121,0.403707345
27395,0.661046251,0.675655109
27396,0.068635122,0.083541971
27397,0.858236184,0.949669537
27398,0.4880151,0.840665663
27399,0.086744147,0.562639314
27400,0.108123808,0.713861845
27401,0.302131411,0.337698962
27402,0.115686815,0.762378742
27403,0.068945532,0.19844009
27404,0.449632967,0.249745512
27405,0.867066973,0.889789787
27406,0.113999739,0.231938215
27407,0.081702309,0.091198246
27408,0.075261172,0.619264954
27409,0.797478312,0.955550158
27410,0.084114415,0.296180557
27411,0.089978043,0.18918774
27412,0.160356452,0.897704532
27413,0.010199372,0.218479568
27414,0.631055467,0.694661922
27415,0.088975083,0.250278155
27416,0.131289305,0.30122081
27417,0.103117085,0.425815097
27418,0.437522692,0.176658091
27419,0.54414312,0.943049829
27420,0.129973687,0.167793667
27421,0.19018253,0.356006986
27422,0.209276077,0.583640651
27423,0.032309181,0.357903619
27424,0.222108104,0.479589732
27425,0.194942482,0.446846186
27426,0.092134891,0.247346206
27427,0.137134454,0.375842386
27428,0.055834925,0.200463826
27429,0.528427978,0.219002953
27430,0.096206645,0.789120821
27431,0.198282186,0.564899987
27432,0.253879527,0.656999695
27433,0.074834955,0.879550033
27434,0.082881517,0.258979962
27435,0.236772563,0.698887318
27436,0.026800633,0.095888504
27437,0.147121,0.161554602
27438,0.071886484,0.199474545
27439,0.306632818,0.34007788
27440,0.086818955,0.172348355
27441,0.814488551,0.89374591
27442,0.132706818,0.896372495
27443,0.037399627,0.121903664
27444,0.104239863,0.056734227
27445,0.032403252,0.041915134
27446,0.146387775,0.101006886
27447,0.027276581,0.22436033
27448,0.29901752,0.597245136
27449,0.198457064,0.948797133
27450,0.038122402,0.87976026
27451,0.021217556,0.180589697
27452,0.024955552,0.109472874
27453,0.114082134,0.935371497
27454,0.069201718,0.324788357
27455,0.128530719,0.166440059
27456,0.165476131,0.367086667
27457,0.068000007,0.211381771
27458,0.075987137,0.38274575
27459,0.037960356,0.149271074
27460,0.589746606,0.860019955
27461,0.115804216,0.153917744
27462,0.0490478,0.476148581
27463,0.154190116,0.40781042
27464,0.467063044,0.656495957
27465,0.595264927,0.908147128
27466,0.010109575,0.031861912
27467,0.036349487,0.315457437
27468,0.08057411,0.344904755
27469,0.020020602,0.59980277
27470,0.868750889,0.908979694
27471,0.080330646,0.593748127
27472,0.236746231,0.559702638
27473,0.093769914,0.279014014
27474,0.186117214,0.533131654
27475,0.052442308,0.053964074
27476,0.115437096,0.481655462
27477,0.104735727,0.318428434
27478,0.018671281,0.54947768
27479,0.18320085,0.251259203
27480,0.275355597,0.693679605
27481,0.574529274,0.742683056
27482,0.393237162,0.236606581
27483,0.454590009,0.737116373
27484,0.446929541,0.921138648
27485,0.029911142,0.786270856
27486,0.126349288,0.252088327
27487,0.140392968,0.904132181
27488,0.83483384,0.923360831
27489,0.786055201,0.746642055
27490,0.018586799,0.350809199
27491,0.315083369,0.672293846
27492,0.0348131,0.623954452
27493,0.122198866,0.915785158
27494,0.344967667,0.683271458
27495,0.124416377,0.258276408
27496,0.050868875,0.253822061
27497,0.09691823,0.02215776
27498,0.043071845,0.491542799
27499,0.333781467,0.883574113
27500,0.091013405,0.903163933
27501,0.045851985,0.287334626
27502,0.054448617,0.691344168
27503,0.083554821,0.475506344
27504,0.019870639,0.032416761
27505,0.036466619,0.116450837
27506,0.493952565,0.820899832
27507,0.085511127,0.228408108
27508,0.141874071,0.334846305
27509,0.190199794,0.503070759
27510,0.618787397,0.33034261
27511,0.195417048,0.54958858
27512,0.093906599,0.228333276
27513,0.11686845,0.560471727
27514,0.370068589,0.570791589
27515,0.51965942,0.329299988
27516,0.386234721,0.798619129
27517,0.015067606,0.02060279
27518,0.821597334,0.93031814
27519,0.0205217,0.088723056
27520,0.071767882,0.15414977
27521,0.044014865,0.356551109
27522,0.072139863,0.109732559
27523,0.030906105,0.314727349
27524,0.045458142,0.470082736
27525,0.132662406,0.316761434
27526,0.591916315,0.688346926
27527,0.087810531,0.931078013
27528,0.264587399,0.813641973
27529,0.12320057,0.76595611
27530,0.091348122,0.153732166
27531,0.065790841,0.058376995
27532,0.165857245,0.95386067
27533,0.223416365,0.437829239
27534,0.07461845,0.104211862
27535,0.103599681,0.860344503
27536,0.169814971,0.403656397
27537,0.659591217,0.861630259
27538,0.361775881,0.379024194
27539,0.327419031,0.755457055
27540,0.655420263,0.211681683
27541,0.678054294,0.957020501
27542,0.050019968,0.186084823
27543,0.369798712,0.594396727
27544,0.107965847,0.187393855
27545,0.154861773,0.120497128
27546,0.80658,0.718708897
27547,0.06384901,0.092478804
27548,0.049670569,0.927322288
27549,0.096943173,0.832862122
27550,0.167643183,0.110685737
27551,0.277560817,0.565590767
27552,0.091953787,0.815071066
27553,0.07184822,0.314650358
27554,0.190521068,0.359018629
27555,0.093198734,0.317842516
27556,0.071118617,0.707460037
27557,0.170039937,0.920611705
27558,0.083213789,0.231814042
27559,0.096017576,0.704509211
27560,0.241219226,0.702098943
27561,0.426997856,0.795594501
27562,0.299271842,0.610007662
27563,0.21327531,0.56293044
27564,0.223540868,0.437751793
27565,0.17960316,0.319445579
27566,0.181345883,0.176894883
27567,0.146228865,0.718148639
27568,0.433472077,0.961131706
27569,0.024258635,0.060694219
27570,0.444871593,0.772718426
27571,0.070432289,0.07773254
27572,0.007264634,0.023134123
27573,0.017647468,0.286420187
27574,0.304588452,0.367187515
27575,0.011828158,0.207821719
27576,0.036952946,0.138618587
27577,0.200069213,0.626392149
27578,0.197144044,0.465803114
27579,0.129299831,0.600623723
27580,0.094768503,0.570839329
27581,0.099750704,0.147795821
27582,0.068745642,0.187791768
27583,0.118373098,0.238254964
27584,0.590952404,0.482742964
27585,0.250669653,0.428017448
27586,0.696142872,0.855830335
27587,0.075474279,0.663141025
27588,0.097349004,0.271492778
27589,0.084983012,0.350375164
27590,0.249708141,0.372050986
27591,0.313638689,0.813130737
27592,0.03295205,0.045262327
27593,0.065029949,0.102250233
27594,0.253649837,0.625965431
27595,0.022585319,0.118612517
27596,0.100889887,0.238823642
27597,0.110630641,0.330624687
27598,0.036447161,0.106086143
27599,0.618481724,0.825128387
27600,0.046154683,0.522150277
27601,0.006321919,0.735756231
27602,0.778931554,0.911329193
27603,0.063098474,0.090114653
27604,0.013617703,0.196539049
27605,0.405425121,0.598393866
27606,0.109538699,0.279780797
27607,0.537483165,0.512239389
27608,0.120244492,0.468346469
27609,0.412167991,0.718751559
27610,0.303518748,0.588607211
27611,0.210327382,0.101824988
27612,0.047699833,0.714739781
27613,0.795701689,0.954104292
27614,0.066480654,0.314197317
27615,0.159458619,0.962368067
27616,0.006395813,0.021728319
27617,0.291776943,0.459608414
27618,0.091332285,0.338542782
27619,0.287660292,0.447020603
27620,0.488748073,0.642232891
27621,0.137162168,0.463089392
27622,0.531279492,0.951620573
27623,0.27612787,0.826487356
27624,0.119417807,0.81736721
27625,0.062361405,0.393912642
27626,0.015848032,0.143472443
27627,0.799715636,0.85408407
27628,0.054200697,0.791901746
27629,0.009589671,0.057451924
27630,0.299178882,0.821255258
27631,0.154481184,0.349187396
27632,0.017758866,0.16109906
27633,0.427375669,0.646718636
27634,0.071197569,0.165890238
27635,0.09734709,0.373747634
27636,0.267829988,0.938289045
